"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1915872328975802381","Fri Apr 25 20:55:33 +0000 2025","0","Masih halusan settingan ferry irwandi jadi oposisi daripada ribut3 dedi sama herkules ketara banget sinetron luh kalo akting ferry beeeh kaum bawah tanah ketipu semua unset yg ide nya tebal2 aman dari cuci otak ferry","1915872328975802381","","","in","Kazakhstan","0","0","0","https://x.com/PenggunaPergi/status/1915872328975802381","230612599","PenggunaPergi"
"1915784864663744801","Fri Apr 25 15:07:59 +0000 2025","17","Anjir gw jadi consider delete x ketika tau banyak orang sakit yg sengaja cari drama. Plus security concern dari ferry irwandi","1915784864663744801","","","in","","0","4","2","https://x.com/davidsunarna/status/1915784864663744801","1731100973786161152","davidsunarna"
"1915777660938293523","Fri Apr 25 14:39:22 +0000 2025","0","gue punya temen kerjanya jadi barista. setiap kali liat story dia di instagramnya selalu nampak WAH. terus kemarin dia mampir kerumah gue dan dia ngomong kek gue main slot dong gue jawab aja nggak ah nanti diomelin ferry irwandi dia jawab ferry irwandi siapa? wtfff.","1915777660938293523","","","in","Jakarta Capital Region","0","1","0","https://x.com/Ihyanursamsie/status/1915777660938293523","1230913979444158464","Ihyanursamsie"
"1915760039358312758","Fri Apr 25 14:03:25 +0000 2025","2","@andikamalreza Jadi inget skakmat @pandji dan Ferry Irwandi","1915768612725649680","","andikamalreza","in","","0","0","1","https://x.com/umar_bassam/status/1915768612725649680","1063629236488019969","umar_bassam"
"1915406521099575573","Fri Apr 25 13:39:41 +0000 2025","0","@Takeyagenjik @Robe1807 Mau edukasi? Nonton aja Ferry Irwandi di situ dijabarkan tentang apa itu bonus demografi contohnya elemen apa saja yg dibutuhkan untuk memanfaatkannya kapan waktu terbaik merealisasikannya hingga bagaimana cra kita memaksimalkannya. Lah lu liat Gbeler? Dapet edukasi apaan?","1915762640804254044","","Takeyagenjik","in","","0","0","0","https://x.com/TolakBijiSatu/status/1915762640804254044","1738894788211154944","TolakBijiSatu"
"1915396165127770258","Fri Apr 25 13:08:01 +0000 2025","0","@Burasnasi @huhhh192 Mahal mana bayar dukun atau biaya perang di papua persenjataan dan perlengkapan perang di hutan papua realistis aja ferry irwandi noh di santet dapet uang 1 milyar kalo berhasil","1915754672377512324","","Burasnasi","in","","0","0","0","https://x.com/adryanalgifari/status/1915754672377512324","1477803125046013953","adryanalgifari"
"1915422843720118729","Fri Apr 25 12:30:41 +0000 2025","0","@cobeh2022 Itu wokoji muda atau ferry irwandi ya","1915745277027250310","","cobeh2022","in","between the legs of your gf","0","0","0","https://x.com/0pportoonist/status/1915745277027250310","381813045","0pportoonist"
"1915735665083289875","Fri Apr 25 12:21:36 +0000 2025","0","@severusxsu Video 2 ngobrol sama Ferry Irwandi","1915742990586511481","","severusxsu","in","stasiun daun kering","0","1","0","https://x.com/alotofjahe/status/1915742990586511481","1370629748729073665","alotofjahe"
"1915742654413037703","Fri Apr 25 12:20:16 +0000 2025","0","dapet ide makalah mpkt lagi karena nonton YouTube Ferry Irwandi","1915742654413037703","","","in","semi college acc ","0","0","0","https://x.com/glomjys/status/1915742654413037703","3020418859","glomjys"
"1915714325173711245","Fri Apr 25 10:27:42 +0000 2025","0","Ferry Irwandi Dibungkam: Kenyataan Kelam Aktivisme Hari Ini https://t.co/QMJJJK8w8J lewat @YouTube #ferryirwandi #aktivis #aktivisme #indonesiagelap #indonesia","1915714325173711245","","","in","Kalideres, Indonesia","0","0","0","https://x.com/bayuilhams/status/1915714325173711245","752455266","bayuilhams"
"1915694817180553405","Fri Apr 25 09:10:10 +0000 2025","0","Inikah yg dikatakan Ferry Irwandi di youtubenya kemaren Tadi ke salah satu instansi pemerintah langsung notice dong #LaCasaDeLosFamososCol #wakeupmuslim https://t.co/1DxYVYcRRS","1915694817180553405","https://pbs.twimg.com/media/GpXqRQsbYAAv4b2.jpg","","in","Tanjungpandan","0","0","0","https://x.com/suhartawijayaa/status/1915694817180553405","2824492676","suhartawijayaa"
"1915668827796574514","Fri Apr 25 07:51:15 +0000 2025","0","@handthatfeed5 Itu suaranya minang kocak kenapa kaya ferry irwandi ya. Wk","1915674953237881120","","handthatfeed5","in","Bandung, Indonesia","0","1","0","https://x.com/mmaryasir/status/1915674953237881120","183124089","mmaryasir"
"1915368689412816955","Fri Apr 25 05:52:40 +0000 2025","0","@sugondese6666 Pedang bermata dua emang minusnya bikin tokoh paling kritis sekalipun macem Ferry Irwandi ampe pensi dari twitter","1915645114497524212","","sugondese6666","in","","0","0","0","https://x.com/ucok_johnson/status/1915645114497524212","284002647","ucok_johnson"
"1915631341653074060","Fri Apr 25 05:35:07 +0000 2025","1","@anggaandinata Tapi Setiap cycle nya persentase kenaikan btc semakin turun. Ferry irwandi pernah bikin video tentang ini taun 2024 awal Hmmmmmmmm","1915640694980645009","","anggaandinata","in","","0","0","0","https://x.com/boostsocmed/status/1915640694980645009","490338356","boostsocmed"
"1915422843720118729","Fri Apr 25 02:42:51 +0000 2025","0","@cobeh2022 Lebih mirip ferry irwandi","1915597343896068282","","cobeh2022","in","","0","0","0","https://x.com/goblokbersamamu/status/1915597343896068282","1064310067011309569","goblokbersamamu"
